"year","month","statefip","age","sex","race","college","earnweek","hrsworkt","hispanic","ind","hhid","personid","serial"
2022,6,2,38,"Male","White","College degree",1250,40,"Not Hispanic",6870,20220300173600,20220300173601,1731
2022,6,2,51,"Female","Black","No college degree",674,52,"Not Hispanic",280,20220300173900,20220300173901,1734
2022,6,2,59,"Male","Black","No college degree",212,40,"Not Hispanic",280,20220300173900,20220300173902,1734
2022,6,2,39,"Male","White","No college degree",1980,40,"Not Hispanic",490,20210300177100,20210300177101,1751
2022,6,2,39,"Female","White","No college degree",668,38,"Not Hispanic",8191,20210300177100,20210300177102,1751
2022,6,2,19,"Female","White","No college degree",600,40,"Not Hispanic",8191,20210300177100,20210300177106,1751
2022,6,2,40,"Female","Asian only","No college degree",808,40,"Not Hispanic",7860,20210300177300,20210300177301,1753
2022,6,2,47,"Male","Asian only","College degree",770,40,"Not Hispanic",8680,20210300177300,20210300177302,1753
2022,6,2,35,"Male","White","College degree",1580,40,"Not Hispanic",7380,20210300177700,20210300177701,1758
2022,6,2,62,"Female","White","No college degree",578,40,"Not Hispanic",8990,20210300177700,20210300177702,1758
2022,6,2,72,"Male","Asian only","No college degree",1154,40,"Not Hispanic",6290,20220300178100,20220300178102,1767
2022,6,2,59,"Female","White","No college degree",542,24,"Not Hispanic",4880,20220300179200,20220300179202,1776
2022,6,2,59,"Male","White","No college degree",1340,55,"Not Hispanic",1990,20220300179200,20220300179201,1776
2022,6,2,56,"Male","White","College degree",1380,32,"Not Hispanic",9590,20220300179600,20220300179602,1780
2022,6,2,25,"Female","American Indian/Aleut/Eskimo","No college degree",960,37,"Not Hispanic",7980,20220300180000,20220300180001,1783
2022,6,2,34,"Male","White","College degree",1380,50,"Hispanic",6070,20220300180500,20220300180501,1791
2022,6,2,27,"Female","White","College degree",386,25,"Not Hispanic",6070,20220300180500,20220300180502,1791
2022,6,2,43,"Female","White","College degree",1710,40,"Not Hispanic",7670,20220300181400,20220300181401,1798
2022,6,2,33,"Male","White","No college degree",900,40,"Not Hispanic",6370,20220300182500,20220300182501,1807
2022,6,2,29,"Male","White-Asian","College degree",654,40,"Not Hispanic",7460,20220300183200,20220300183201,1811
2022,6,2,36,"Female","White","No college degree",930,30,"Not Hispanic",4795,20210300185700,20210300185701,1839
2022,6,2,21,"Male","White-American Indian","No college degree",1154,80,"Not Hispanic",490,20220300185300,20220300185301,1842
2022,6,2,20,"Male","White","No college degree",676,40,"Not Hispanic",7860,20220300185300,20220300185302,1842
2022,6,2,21,"Male","White","No college degree",350,40,"Not Hispanic",7860,20220300185300,20220300185303,1842
2022,6,2,21,"Female","White","No college degree",420,30,"Not Hispanic",6290,20220300185500,20220300185503,1848
2022,6,2,29,"Female","White","College degree",940,40,"Not Hispanic",8191,20220300187900,20220300187901,1872
2022,6,2,35,"Female","White","No college degree",552,24,"Not Hispanic",8590,20220300191000,20220300191001,1914
2022,6,2,42,"Female","Hawaiian/Pacific Islander only","No college degree",1400,64,"Hispanic",5391,20220300191400,20220300191402,1918
2022,6,2,20,"Female","Hawaiian/Pacific Islander only","No college degree",660,40,"Hispanic",5570,20220300191400,20220300191405,1918
2022,6,2,32,"Female","White","No college degree",1920,54,"Not Hispanic",8180,20220300191500,20220300191501,1919
2022,6,2,55,"Female","White","College degree",560,35,"Not Hispanic",4971,20210300194500,20210300194501,1934
2022,6,2,32,"Male","White","College degree",1500,72,"Not Hispanic",9570,20220300195200,20220300195201,1958
2022,6,2,27,"Male","White","No college degree",1154,40,"Not Hispanic",770,20220300195200,20220300195202,1958
2022,6,2,31,"Female","White","College degree",1920,40,"Hispanic",7071,20210300197900,20210300197901,1963
2022,6,2,55,"Male","White","No college degree",2000,40,"Not Hispanic",3291,20210300198700,20210300198702,1970
2022,6,2,56,"Female","White","College degree",1038,32,"Not Hispanic",8570,20220300199100,20220300199101,1988
2022,6,2,52,"Male","White","College degree",1154,60,"Not Hispanic",6290,20220300199100,20220300199102,1988
2022,6,2,40,"Female","Asian only","No college degree",462,40,"Not Hispanic",8660,20210300202800,20210300202801,2010
2022,6,2,44,"Male","Asian only","No college degree",750,40,"Not Hispanic",1280,20210300202800,20210300202802,2010
2022,6,2,20,"Male","Asian only","No college degree",400,40,"Not Hispanic",8680,20210300202800,20210300202805,2010
2022,6,2,66,"Male","White-American Indian","No college degree",1154,NA,"Not Hispanic",280,20210300203600,20210300203601,2018
2022,6,2,34,"Male","American Indian/Aleut/Eskimo","No college degree",210,20,"Not Hispanic",9370,20210300205300,20210300205307,2032
2022,6,2,40,"Female","White","College degree",848,40,"Not Hispanic",8570,20220300203700,20220300203701,2037
2022,6,2,50,"Male","White","College degree",2400,40,"Not Hispanic",9170,20220300203700,20220300203702,2037
2022,6,2,30,"Female","White","No college degree",640,45,"Not Hispanic",9290,20220300203700,20220300203706,2037
2022,6,2,37,"Male","White","College degree",1200,32,"Not Hispanic",8570,20210300206800,20210300206801,2060
2022,6,2,59,"Male","Black","No college degree",700,NA,"Not Hispanic",5391,20210300206900,20210300206901,2061
2022,6,2,51,"Male","White","College degree",1580,2,"Not Hispanic",7870,20220300205000,20220300205001,2062
2022,6,2,51,"Female","White","College degree",600,40,"Not Hispanic",9490,20220300205000,20220300205002,2062
2022,6,2,58,"Female","White","College degree",500,20,"Hispanic",9370,20220300205700,20220300205701,2067
2022,6,2,49,"Male","White","College degree",1250,40,"Not Hispanic",8270,20210300208000,20210300208001,2071
2022,6,2,48,"Female","White","No college degree",740,40,"Not Hispanic",8370,20210300208000,20210300208002,2071
2022,6,2,54,"Male","American Indian/Aleut/Eskimo","College degree",2240,50,"Not Hispanic",9570,20220300206600,20220300206601,2077
2022,6,2,43,"Female","White","College degree",2740,40,"Not Hispanic",7860,20220300206600,20220300206602,2077
2022,6,2,38,"Male","White","No college degree",952,60,"Not Hispanic",280,20210500208300,20210500208301,2099
2022,6,2,38,"Male","White","No college degree",900,60,"Not Hispanic",280,20210500208300,20210500208303,2099
2022,6,2,38,"Male","White","No college degree",900,60,"Not Hispanic",280,20210500208300,20210500208302,2099
2022,6,2,40,"Male","White","No college degree",900,60,"Not Hispanic",280,20210500208300,20210500208305,2099
2022,6,2,41,"Male","White","No college degree",900,60,"Not Hispanic",280,20210500208300,20210500208307,2099
2022,6,2,41,"Male","White","No college degree",900,60,"Not Hispanic",280,20210500208300,20210500208306,2099
2022,6,2,42,"Male","White","No college degree",900,60,"Not Hispanic",280,20210500208300,20210500208308,2099
2022,6,2,44,"Male","White","No college degree",900,60,"Not Hispanic",280,20210500208300,20210500208309,2099
2022,6,2,57,"Male","White","College degree",900,60,"Not Hispanic",280,20210500208300,20210500208310,2099
2022,6,2,39,"Female","White","College degree",2300,21,"Not Hispanic",4470,20220300209500,20220300209502,2116
2022,6,2,54,"Male","American Indian/Aleut/Eskimo","No college degree",2300,NA,"Not Hispanic",9370,20210300211500,20210300211501,2119
2022,6,2,51,"Female","White","No college degree",2120,40,"Not Hispanic",9570,20220300210100,20220300210102,2121
2022,6,2,57,"Female","White","No college degree",270,18,"Not Hispanic",8470,20220300210300,20220300210301,2122
2022,6,2,43,"Female","White","College degree",1350,40,"Not Hispanic",7860,20210300213500,20210300213501,2136
2022,6,2,54,"Male","White","No college degree",1440,40,"Not Hispanic",9370,20210300213500,20210300213502,2136
2022,6,2,29,"Male","White","College degree",2884.61,60,"Not Hispanic",8180,20220300212200,20220300212202,2141
2022,6,2,70,"Female","White","No college degree",150,23,"Not Hispanic",7072,20220300212900,20220300212901,2149
2022,6,2,37,"Male","White","College degree",1250,40,"Hispanic",9480,20210300215100,20210300215101,2160
2022,6,2,43,"Female","White","College degree",686,36,"Not Hispanic",9470,20210300215100,20210300215102,2160
2022,6,2,54,"Male","White","No college degree",1920,55,"Not Hispanic",6070,20210300215800,20210300215801,2170
2022,6,2,53,"Female","American Indian/Aleut/Eskimo","No college degree",1060,24,"Not Hispanic",8370,20210300215800,20210300215802,2170
2022,6,2,17,"Female","White-American Indian","No college degree",640,40,"Not Hispanic",8570,20210300215800,20210300215803,2170
2022,6,2,29,"Female","White","College degree",1770,45,"Not Hispanic",8090,20210300216200,20210300216201,2175
2022,6,2,30,"Male","White","No college degree",1630,40,"Not Hispanic",8590,20210300216200,20210300216203,2175
2022,6,2,41,"Female","Asian only","No college degree",840,40,"Not Hispanic",6880,20210300217700,20210300217702,2192
2022,6,2,63,"Female","Asian only","No college degree",720,60,"Not Hispanic",1280,20210300217700,20210300217706,2192
2022,6,2,85,"Male","White-Black","No college degree",640,40,"Not Hispanic",4470,20210300218000,20210300218001,2195
2022,6,2,23,"Male","White","No college degree",346,40,"Not Hispanic",8370,20220300218400,20220300218402,2210
2022,6,2,65,"Male","Asian only","No college degree",1250,50,"Not Hispanic",4470,20210300219400,20210300219401,2214
2022,6,2,31,"Female","White","College degree",884,40,"Not Hispanic",5170,20220300219200,20220300219201,2223
2022,6,2,62,"Female","White","College degree",1040,40,"Not Hispanic",9370,20210300219900,20210300219902,2225
2022,6,2,44,"Male","White","College degree",1194,40,"Not Hispanic",9160,20220300223200,20220300223201,2267
2022,6,2,39,"Female","White","College degree",462,20,"Not Hispanic",7860,20220300223200,20220300223202,2267
2022,6,2,58,"Female","White","College degree",1650,34,"Not Hispanic",6890,20210300226700,20210300226701,2285
2022,6,2,59,"Male","Asian only","No college degree",530,40,"Not Hispanic",8680,20210300226800,20210300226801,2288
2022,6,2,54,"Female","Asian only","No college degree",520,40,"Not Hispanic",8680,20210300226800,20210300226802,2288
2022,6,2,52,"Male","White","No college degree",1500,40,"Not Hispanic",770,20220300226500,20220300226501,2295
2022,6,2,50,"Female","White","College degree",1730,40,"Not Hispanic",7860,20220300226500,20220300226502,2295
2022,6,4,33,"Female","White","College degree",1000,60,"Not Hispanic",6170,20220300227700,20220300227701,2303
2022,6,4,57,"Female","White","No college degree",390,30,"Not Hispanic",4971,20220300229200,20220300229201,2322
2022,6,4,53,"Male","White","No college degree",1500,50,"Not Hispanic",4670,20220300229200,20220300229202,2322
2022,6,4,26,"Female","White","No college degree",1026,43,"Hispanic",5391,20220300229400,20220300229401,2324
2022,6,4,57,"Male","White","No college degree",880,40,"Hispanic",2570,20210300232000,20210300232002,2339
2022,6,4,16,"Female","White","No college degree",270,20,"Not Hispanic",8680,20210300232300,20210300232303,2342
2022,6,4,35,"Male","White","No college degree",1200,40,"Hispanic",770,20220500235100,20220500235101,2364
2022,6,4,33,"Female","Black","No college degree",840,40,"Not Hispanic",6970,20220300235500,20220300235501,2387
2022,6,4,65,"Female","Black","College degree",250,20,"Not Hispanic",5790,20220300236000,20220300236001,2389
2022,6,4,42,"Male","White","College degree",2884.61,40,"Not Hispanic",1990,20220300236300,20220300236301,2391
2022,6,4,46,"Female","White","College degree",2500,40,"Hispanic",1990,20220300236300,20220300236302,2391
2022,6,4,21,"Female","White","No college degree",962,40,"Not Hispanic",7870,20220300236800,20220300236801,2393
2022,6,4,20,"Male","White","No college degree",306,25,"Not Hispanic",7870,20220300236800,20220300236802,2393
2022,6,4,35,"Male","White","No college degree",2300,40,"Hispanic",770,20220300237400,20220300237402,2394
2022,6,4,73,"Male","White","No college degree",1200,NA,"Not Hispanic",6170,20210300238000,20210300238001,2403
2022,6,4,56,"Female","White","No college degree",612,40,"Hispanic",6390,20220300240100,20220300240101,2434
2022,6,4,58,"Male","White","No college degree",560,40,"Hispanic",770,20220300240100,20220300240102,2434
2022,6,4,44,"Female","White","No college degree",1150,40,"Not Hispanic",7480,20220300240600,20220300240601,2438
2022,6,4,62,"Female","White","No college degree",2020,30,"Not Hispanic",6070,20210300240900,20210300240901,2440
2022,6,4,30,"Female","White","No college degree",860,36,"Not Hispanic",4971,20220300241400,20220300241401,2448
2022,6,4,41,"Male","White","College degree",2884.61,48,"Not Hispanic",8191,20220300242100,20220300242101,2454
2022,6,4,27,"Female","White","No college degree",300,20,"Hispanic",7690,20210300242800,20210300242801,2465
2022,6,4,53,"Male","White","College degree",1920,50,"Not Hispanic",8191,20220300243200,20220300243201,2468
2022,6,4,49,"Female","White","College degree",1920,50,"Not Hispanic",7870,20220300243200,20220300243202,2468
2022,6,4,59,"Male","White","No college degree",830,40,"Not Hispanic",3080,20210300243400,20210300243401,2472
2022,6,4,56,"Female","White","No college degree",720,1,"Not Hispanic",4971,20210300243400,20210300243402,2472
2022,6,4,59,"Female","White","No college degree",214,1,"Not Hispanic",7870,20220300247200,20220300247201,2512
2022,6,4,31,"Male","White","College degree",2884.61,40,"Not Hispanic",3390,20220300247200,20220300247203,2512
2022,6,4,47,"Female","White","No college degree",1160,40,"Not Hispanic",7390,20220300248100,20220300248101,2521
2022,6,4,37,"Female","White","College degree",1290,40,"Not Hispanic",7460,20210300249900,20210300249902,2538
2022,6,4,20,"Male","American Indian/Aleut/Eskimo","No college degree",432,36,"Not Hispanic",770,20220300251400,20220300251402,2550
2022,6,4,26,"Male","White","No college degree",680,55,"Not Hispanic",8680,20220300252400,20220300252401,2555
2022,6,4,22,"Male","White","No college degree",600,40,"Not Hispanic",8680,20220300252400,20220300252403,2555
2022,6,4,46,"Male","White","No college degree",1026,55,"Not Hispanic",9470,20220300252700,20220300252701,2556
2022,6,4,52,"Male","White","College degree",2884.61,60,"Not Hispanic",3390,20220300253400,20220300253401,2559
2022,6,4,52,"Female","Asian only","College degree",2884.61,60,"Not Hispanic",7380,20220300253400,20220300253402,2559
2022,6,4,36,"Male","White","No college degree",700,40,"Hispanic",770,20210300254000,20210300254002,2560
2022,6,4,35,"Female","White","No college degree",650,40,"Hispanic",6390,20210300255600,20210300255601,2574
2022,6,4,38,"Male","White","No college degree",750,40,"Hispanic",8680,20210300255600,20210300255602,2574
2022,6,4,33,"Male","White","College degree",826,46,"Not Hispanic",6290,20220300255800,20220300255801,2587
2022,6,4,42,"Female","White","No college degree",360,NA,"Hispanic",7071,20210300257700,20210300257701,2593
2022,6,4,39,"Male","White","No college degree",500,NA,"Hispanic",9470,20210300257700,20210300257702,2593
2022,6,4,57,"Female","White","No college degree",546,40,"Hispanic",8660,20220300257000,20220300257001,2594
2022,6,4,31,"Female","Asian only","College degree",1154,40,"Not Hispanic",7870,20210300258100,20210300258101,2595
2022,6,4,28,"Male","Asian only","College degree",2120,40,"Not Hispanic",7870,20210300258100,20210300258102,2595
