country,Indicator.Name,year,healthexp
Portugal,Current health expenditure per capita (current US$),2003,1405.871094
Paraguay,Current health expenditure per capita (current US$),2003,58.95074463
West Bank and Gaza,Current health expenditure per capita (current US$),2003,NA
Pacific island small states,Current health expenditure per capita (current US$),2003,101.5118469
Post-demographic dividend,Current health expenditure per capita (current US$),2003,3163.643424
French Polynesia,Current health expenditure per capita (current US$),2003,NA
Qatar,Current health expenditure per capita (current US$),2003,1206.324341
Romania,Current health expenditure per capita (current US$),2003,143.5455322
Russian Federation,Current health expenditure per capita (current US$),2003,164.6775513
Rwanda,Current health expenditure per capita (current US$),2003,17.07342529
South Asia,Current health expenditure per capita (current US$),2003,20.2778385
Saudi Arabia,Current health expenditure per capita (current US$),2003,380.6986389
Sudan,Current health expenditure per capita (current US$),2003,28.23505592
Senegal,Current health expenditure per capita (current US$),2003,35.22631073
Singapore,Current health expenditure per capita (current US$),2003,828.8669434
Solomon Islands,Current health expenditure per capita (current US$),2003,55.81118011
Sierra Leone,Current health expenditure per capita (current US$),2003,28.86620712
El Salvador,Current health expenditure per capita (current US$),2003,186.4378967
San Marino,Current health expenditure per capita (current US$),2003,2243.462646
Somalia,Current health expenditure per capita (current US$),2003,NA
Serbia,Current health expenditure per capita (current US$),2003,230.1070862
Sub-Saharan Africa (excluding high income),Current health expenditure per capita (current US$),2003,40.73907066
South Sudan,Current health expenditure per capita (current US$),2003,NA
Sub-Saharan Africa,Current health expenditure per capita (current US$),2003,40.99985432
Small states,Current health expenditure per capita (current US$),2003,289.845428
Sao Tome and Principe,Current health expenditure per capita (current US$),2003,81.25970459
Suriname,Current health expenditure per capita (current US$),2003,173.0663147
Slovak Republic,Current health expenditure per capita (current US$),2003,344.4733582
Slovenia,Current health expenditure per capita (current US$),2003,1203.063477
Sweden,Current health expenditure per capita (current US$),2003,3134.474365
Eswatini,Current health expenditure per capita (current US$),2003,128.9089966
Sint Maarten (Dutch part),Current health expenditure per capita (current US$),2003,NA
Seychelles,Current health expenditure per capita (current US$),2003,440.1113281
Syrian Arab Republic,Current health expenditure per capita (current US$),2003,61.29400635
Turks and Caicos Islands,Current health expenditure per capita (current US$),2003,NA
Chad,Current health expenditure per capita (current US$),2003,18.23865318
East Asia & Pacific (IDA & IBRD countries),Current health expenditure per capita (current US$),2003,50.02720975
Europe & Central Asia (IDA & IBRD countries),Current health expenditure per capita (current US$),2003,164.4644345
Togo,Current health expenditure per capita (current US$),2003,13.71531105
Thailand,Current health expenditure per capita (current US$),2003,76.50308228
Tajikistan,Current health expenditure per capita (current US$),2003,11.1118021
Turkmenistan,Current health expenditure per capita (current US$),2003,208.8676147
Latin America & the Caribbean (IDA & IBRD countries),Current health expenditure per capita (current US$),2003,244.2545471
Timor-Leste,Current health expenditure per capita (current US$),2003,14.49251747
Middle East & North Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2003,84.19068145
Tonga,Current health expenditure per capita (current US$),2003,73.88407898
South Asia (IDA & IBRD),Current health expenditure per capita (current US$),2003,20.2778385
Sub-Saharan Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2003,40.99985432
Trinidad and Tobago,Current health expenditure per capita (current US$),2003,373.8591003
Tunisia,Current health expenditure per capita (current US$),2003,150.9116669
Turkey,Current health expenditure per capita (current US$),2003,238.7001801
Tuvalu,Current health expenditure per capita (current US$),2003,286.66922
Tanzania,Current health expenditure per capita (current US$),2003,20.36119843
Uganda,Current health expenditure per capita (current US$),2003,21.84765816
Ukraine,Current health expenditure per capita (current US$),2003,68.91822052
Upper middle income,Current health expenditure per capita (current US$),2003,111.6211969
Uruguay,Current health expenditure per capita (current US$),2003,378.428894
United States,Current health expenditure per capita (current US$),2003,5737.104004
Uzbekistan,Current health expenditure per capita (current US$),2003,21.32575607
St. Vincent and the Grenadines,Current health expenditure per capita (current US$),2003,186.0145264
"Venezuela, RB",Current health expenditure per capita (current US$),2003,242.4015961
British Virgin Islands,Current health expenditure per capita (current US$),2003,NA
Virgin Islands (U.S.),Current health expenditure per capita (current US$),2003,NA
Vietnam,Current health expenditure per capita (current US$),2003,22.25064087
Vanuatu,Current health expenditure per capita (current US$),2003,55.42841721
World,Current health expenditure per capita (current US$),2003,580.7684298
Samoa,Current health expenditure per capita (current US$),2003,85.67984772
Kosovo,Current health expenditure per capita (current US$),2003,NA
"Yemen, Rep.",Current health expenditure per capita (current US$),2003,34.84279633
South Africa,Current health expenditure per capita (current US$),2003,254.3037109
Zambia,Current health expenditure per capita (current US$),2003,30.85681152
Zimbabwe,Current health expenditure per capita (current US$),2003,NA
Aruba,Current health expenditure per capita (current US$),2004,NA
Afghanistan,Current health expenditure per capita (current US$),2004,20.92708588
Angola,Current health expenditure per capita (current US$),2004,49.52672577
Albania,Current health expenditure per capita (current US$),2004,NA
Andorra,Current health expenditure per capita (current US$),2004,3161.482178
Arab World,Current health expenditure per capita (current US$),2004,125.0555571
United Arab Emirates,Current health expenditure per capita (current US$),2004,890.3037109
Argentina,Current health expenditure per capita (current US$),2004,309.7401428
Armenia,Current health expenditure per capita (current US$),2004,72.17437744
American Samoa,Current health expenditure per capita (current US$),2004,NA
Antigua and Barbuda,Current health expenditure per capita (current US$),2004,547.8710938
Australia,Current health expenditure per capita (current US$),2004,2757.631836
Austria,Current health expenditure per capita (current US$),2004,3588.209717
Azerbaijan,Current health expenditure per capita (current US$),2004,73.91770935
Burundi,Current health expenditure per capita (current US$),2004,9.812274933
Belgium,Current health expenditure per capita (current US$),2004,3255.437744
Benin,Current health expenditure per capita (current US$),2004,24.49997902
Burkina Faso,Current health expenditure per capita (current US$),2004,17.61220932
Bangladesh,Current health expenditure per capita (current US$),2004,10.74730587
Bulgaria,Current health expenditure per capita (current US$),2004,233.113327
Bahrain,Current health expenditure per capita (current US$),2004,550.3571167
"Bahamas, The",Current health expenditure per capita (current US$),2004,1308.654175
Bosnia and Herzegovina,Current health expenditure per capita (current US$),2004,243.4220428
Belarus,Current health expenditure per capita (current US$),2004,141.8589783
Belize,Current health expenditure per capita (current US$),2004,174.8044128
Bermuda,Current health expenditure per capita (current US$),2004,NA
Bolivia,Current health expenditure per capita (current US$),2004,47.57627869
